eventid,iyear,imonth,iday,extended,country,country_txt,region,region_txt,city,latitude,longitude,summary,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,target1,natlty1,natlty1_txt,nperps,weaptype1,weaptype1_txt,weapdetail,nkill,nwound
201104110010,2011,4,11,0,153,Pakistan,6,South Asia,Kurram district,33.695975,70.336069,"04/11/2011: On Monday, in Kanrakai area of Kurram, Federally Administered Tribal Areas, Pakistan, three civilians, including a religious cleric, were killed and 13 others were wounded after they ran over an anti-tank explosive while they were on their way to the Parachinar (agency headquarters). The victims were identified as Muhammad Hassan, Noor Wali and Maulana Rahmat Ali, a local cleric, while the thirteen injured included children, a woman and others. The vehicle was destroyed during the blast and no group has claimed responsibility for the attack.",0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,153,Pakistan,-99,6,Explosives,A land mine was used in the attack.,3,13
201104120011,2011,4,12,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/12/2011: On Tuesday, on the 14th Ramadan Street, Mansour neighborhood, Baghdad, Baghdad, Iraq, unknown assailants detonated a sticky improvised explosive device attached to a civilian car, killing the driver and wounding two other civilians. The blast also set the car on fire, causing an unknown amount of property damage to the car. No group claimed responsibility.",0,3,Bombing/Explosion,14,Private Citizens & Property,73,Vehicles/Transportation,A civilian car,95,Iraq,-99,6,Explosives,A vehicle borne improvised explosive device was used in the attack.,1,2
201104120012,2011,4,12,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/12/2011: On Tuesday, in the Doura neighborhood, Baghdad, Baghdad, Iraq, unknown assailants detonated a sticky improvised explosive device attached to a civilian car, killing the driver and causing an unknown amount of property damage to the car. No group claimed responsibility.",0,3,Bombing/Explosion,14,Private Citizens & Property,73,Vehicles/Transportation,A civilian car,95,Iraq,-99,6,Explosives,A vehicle borne improvised explosive device was used in the attack.,1,0
201104120013,2011,4,12,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/12/2011: On Tuesday, in the al-Dour neighborhood, Baghdad, Baghdad, Iraq, in one of three related attacks, unknown assailants detonated an improvised explosive device at a house belonging to an Iraqi contractor, severely damaging the house. Two contractors were killed, and three family members were wounded in the blasts. The casualties were reported cumulatively, so it is unclear how many people were killed or injured in each attack. No group claimed responsibility.",0,3,Bombing/Explosion,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,The residence of an Iraqi contractor,95,Iraq,-99,6,Explosives,An improvised explosive device was used in the attack.,1,1
201104120014,2011,4,12,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/12/2011: On Tuesday, in the al-Dour neighborhood, Baghdad, Baghdad, Iraq, in one of three related attacks, unknown assailants detonated an improvised explosive device at a house belonging to an Iraqi contractor, severely damaging the house. Two contractors were killed, and three family members were wounded in the blasts. The casualties were reported cumulatively, so it is unclear how many people were killed or injured in each attack and all of the casualties were captured in the first incident. No group claimed responsibility.",0,3,Bombing/Explosion,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,The residence of an Iraqi contractor,95,Iraq,-99,6,Explosives,An improvised explosive device was used in the attack.,1,1
201104120017,2011,4,12,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/12/2011: On Tuesday, in the Yarmouk neighborhood of Baghdad, Baghdad, Iraq, unknown assailants detonated a sticky improvised explosive device attached to a minibus. The driver of the bus was killed, two nearby civilians were wounded and an unknown amount of property damage was caused to the bus. No group claimed responsibility.",0,3,Bombing/Explosion,14,Private Citizens & Property,73,Vehicles/Transportation,A minibus,95,Iraq,-99,6,Explosives,A vehicle borne improvised explosive device was used in the attack.,1,2
201104120018,2011,4,12,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/12/2011: On Tuesday, on Mohammad al-Qassem Road in the Naaeiriya neighborhood of Baghdad, Baghdad, Iraq, unknown gunmen armed with silenced weapons shot and killed Colonel Mustapha Said Hamza while he was driving his car. No group claimed responsibility for the attack.",0,1,Assassination,3,Police,25,Police Security Forces/Officers,A police colonel,95,Iraq,-99,5,Firearms,Unknown silenced firearms were used in the attack.,1,0
201104120019,2011,4,12,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/12/2011: On Tuesday, in the al-Mahal 840 area of al-Doura neighborhood, in Baghdad, Baghdad, Iraq, unknown assailants detonated a sticky improvised explosive device attached to a civilian car. The blast killed the driver, wounded a nearby civilian, and caused an unknown amount of property damage to the car. No group claimed responsibility for the attack.",0,3,Bombing/Explosion,14,Private Citizens & Property,73,Vehicles/Transportation,A civilian car,95,Iraq,-99,6,Explosives,A vehicle borne improvised explosive device was used in the attack.,1,1
201104120020,2011,4,12,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/12/2011: On Tuesday, in Four-Streets Square, Baghdad, Baghdad, Iraq, unknown assailants detonated a sticky improvised explosive device attached to a civilian car. The blast killed one civilian, wounded three others and caused an unknown amount of damage to the car. No group claimed responsibility for the attack.",0,3,Bombing/Explosion,14,Private Citizens & Property,73,Vehicles/Transportation,A civilian car,95,Iraq,-99,6,Explosives,A vehicle borne improvised explosive device was used in the attack.,1,3
201104140003,2011,4,14,0,4,Afghanistan,6,South Asia,Masayi district,34.368889,69.218333,"04/14/2011: On Thursday morning around 0730, in Musayi, Kabul, Afghanistan, a suicide bomber driving an explosive-packed truck detonated himself in front of the entry gate of the Musayi district administrative office building, injuring four people including three policemen and a civilian. The explosives were planted under firewood in the vehicle. The headquarters building and several cars parked around were badly damaged. The Taliban claimed responsibility for the attack by unknown means.",1,3,Bombing/Explosion,2,Government (General),21,Government Building/Facility/Office,The Musayi District Administrative building was targeted in the attack.,4,Afghanistan,1,6,Explosives,A suicide vehicle borne improvised explosive device was used in the attack.,1,4
201104150011,2011,4,15,0,92,India,6,South Asia,Ukhrul district,25.095386,94.361652,"04/15/2011: On Friday afternoon at 1430, on the Imphal-Ukhrul road near Rehang village in Ukhrul, Manipur, India, unidentified militants ambushed a convoy belonging to Wungnaoshang Keishing, a Member of Legislative Assembly (MLA) of Phungyar Constituency. Six police officers and one civilian were killed and six others were injured. Keishing escaped unhurt. No damages were reported and no group claimed responsibility, but it was suspected that National Socialist Council of Nagaland- Isak Muivah (NSCN-IM) militants were responsible.",0,9,Unknown,2,Government (General),18,"Government Personnel (excluding police, military)","The convoy of Wungnaoshang Keishing, a Member of Legislative Assembly (MLA) of Phungyar Constituency,",92,India,-99,13,Unknown,Unknown weapons were used in the attack.,7,6
201104160016,2011,4,16,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/16/2011: On Saturday night at 2300, in Baghdad, Baghdad, Iraq, unknown gunmen stormed the home of a Shiite family and shot and killed four members of a family. A 16 year old boy and 14 year old girl were shot along with their parents. No group claimed responsibility.",0,2,Armed Assault,14,Private Citizens & Property,69,Religion Identified,Shiite civilians,95,Iraq,-99,5,Firearms,Unknown firearms were used in the attack.,4,0
201104170005,2011,4,17,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/17/2011: On Sunday, on the 14 Ramadan intersection in al-Mansour neighborhood, Baghdad, Baghdad, Iraq, unidentified assailants detonated a sticky improvised explosive device attached to the vehicle of Muhammad Manasi, an employee for the National Security Agency. Manasi was killed while two passengers in the car, and two nearby civilians were wounded in the blast. The attack caused an unknown amount of property damage and no group claimed responsibility.",0,3,Bombing/Explosion,2,Government (General),20,Intelligence,The vehicle of an employee of National Security Agency,95,Iraq,-99,6,Explosives,A vehicle borne improvised explosive device was used in the attack.,1,4
201104170013,2011,4,17,1,92,India,6,South Asia,Palamu district,24.128611,84.185712,"04/17/2011: On Sunday night, in Lawadi village, Palamau, Jharkhand, India, militants abducted two people identified as Bishwanath Yadav and Ajay Thakur. On 04/19/2011, the militants shot and killed the two men. Communist Party of India-Maoist (CPI-M) literature found at the incident site claimed responsibility, saying that the victims were supporters of the Tritiya Prastuti Committee (TPC), a breakaway faction of the Maoists and also that two men were police informers.",0,6,Hostage Taking (Kidnapping),17,Terrorists/Non-State Militia,93,Terrorist,"Two supporters of the Tritiya Prastuti Committee (TPC), a breakaway faction of the Communist Party of India-Maoists (CPI-M), Bishwanath Yadav and Ajay Thakur",92,India,-99,5,Firearms,Unknown firearms were used in the attack.,2,0
201104180012,2011,4,18,0,153,Pakistan,6,South Asia,He was,33.695975,70.336069,"04/18/2011: On Monday, in Hewas village in Kurram, Federally Administered Tribal Areas, Pakistan, unidentified militants shot and killed a tribesman, identified as Imdad Hussain. No group claimed responsibility for this incident.",0,2,Armed Assault,14,Private Citizens & Property,68,Named Civilian,"A tribesman, identified as Imdad Hussain,",153,Pakistan,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
201104180017,2011,4,18,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/18/2011: On Monday, in the Qadisiya area of Mansour neighborhood, Baghdad, Baghdad, Iraq, unidentified assailants detonated a vehicle borne improvised explosive device targeting the advisor to Iraqi Parliament Speaker, Amjad Abdul-Hamid, killing one of his bodyguards, and wounding three others. The blast caused an unknown amount of property damage and no group claimed responsibility.",0,3,Bombing/Explosion,2,Government (General),18,"Government Personnel (excluding police, military)","The advisor to Iraqi Parliament Speaker, Amjad Abdul-Hamid,",95,Iraq,-99,6,Explosives,A vehicle borne improvised explosive device was used in the attack.,1,3
201104190003,2011,4,19,0,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/19/2011: On Tuesday, in the Doura neighborhood, Baghdad, Baghdad, Iraq, a sticky bomb attached to the Director of Iraq's Education Ministry, Abdul-Amir Hussein�s car, detonated. The director was killed in the blast, and two civilians were also wounded. The attack caused an unknown amount of property damage and no group claimed responsibility.",0,1,Assassination,2,Government (General),18,"Government Personnel (excluding police, military)",The Director of the Education Ministry,95,Iraq,-99,6,Explosives,A vehicle borne improvised explosive device was used in the attack.,1,2
201104190013,2011,4,19,0,92,India,6,South Asia,Nagpur,21.1458,79.088155,"04/19/2011: On Tuesday, in Nagpur, Maharashtra, India, a Communist Party of India-Maoist (CPI-M) leader, Mangal Singh Korchami (Diwakar), was allegedly killed by unknown means by suspected Maoists. No group claimed responsibility for the attack, and police are verifying the incident but have not confirmed the attack.",0,9,Unknown,22,Violent Political Party,109,Party Official/Candidate/Other Personnel,Leader: Mangal Singh Korchami (Diwakar),92,India,-99,13,Unknown,Unknown weapons were used in the attack.,1,0
